Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,100.870003,101.769997,100.160004,101.589996,87.882462,8731800
2017-11-03,101.099998,101.529999,100.730003,101.410004,87.726761,7103500
2017-11-06,101.339996,101.690002,100.660004,100.779999,87.181786,8121500
2017-11-07,100.559998,100.750000,98.250000,98.750000,85.425674,18822600
2017-11-08,98.269997,98.370003,97.150002,97.639999,84.465431,18524700
2017-11-09,97.120003,98.220001,96.809998,97.629997,84.456787,13697800
2017-11-10,97.809998,98.339996,97.500000,97.510002,84.352982,9314000
2017-11-13,96.690002,98.050003,96.620003,97.860001,84.655762,9303100
2017-11-14,97.339996,97.779999,96.849998,97.269997,84.145348,11043800
2017-11-15,96.389999,98.739998,95.949997,98.190002,84.941238,15384100
2017-11-16,98.529999,99.059998,98.309998,98.470001,85.183456,9808000
2017-11-17,97.820000,98.410004,97.570000,98.139999,84.897995,9017900
2017-11-20,98.449997,99.150002,97.760002,99.010002,85.650612,9483200
2017-11-21,99.500000,99.550003,98.910004,98.930000,85.581383,13389400
2017-11-22,99.029999,99.519997,98.589996,98.639999,85.330498,7342200
2017-11-24,98.830002,98.900002,98.260002,98.320000,85.053719,3680000
2017-11-27,98.309998,99.129997,97.930000,97.930000,84.716316,13076200
2017-11-28,98.209999,101.699997,97.970001,101.360001,87.683495,16773000
2017-11-29,102.410004,104.220001,101.959999,103.730003,89.733719,21105500
2017-11-30,104.739998,106.660004,104.040001,104.519997,90.417122,23945900
2017-12-01,104.900002,105.320000,102.199997,104.790001,90.650703,19683500
2017-12-04,107.730003,108.400002,106.769997,106.949997,92.519234,23576600
2017-12-05,105.580002,107.410004,104.120003,105.720001,91.455208,17193900
2017-12-06,105.550003,105.760002,104.529999,104.930000,90.771812,15476200
2017-12-07,103.949997,105.190002,103.730003,104.620003,90.503632,13371800
2017-12-08,104.750000,105.940002,104.339996,105.930000,91.636864,13506900
2017-12-11,105.720001,106.059998,105.309998,105.620003,91.368721,10591200
2017-12-12,106.910004,107.370003,105.540001,106.849998,92.432739,15508800
2017-12-13,106.699997,107.110001,105.480003,105.510002,91.273544,15020300
2017-12-14,106.120003,106.449997,104.639999,104.660004,90.538246,13034200
2017-12-15,105.790001,106.519997,105.199997,106.139999,91.818550,29350600
2017-12-18,107.190002,107.629997,106.480003,106.959999,92.527893,12713100
2017-12-19,107.349998,107.489998,106.440002,106.510002,92.138618,12149900
2017-12-20,107.599998,107.730003,106.089996,106.139999,91.818550,13091500
2017-12-21,106.589996,108.070000,106.559998,107.830002,93.280510,12323700
2017-12-22,108.199997,108.459999,106.809998,107.449997,92.951782,14573400
2017-12-26,107.199997,107.989998,106.400002,107.019997,92.579781,7403700
2017-12-27,106.669998,107.290001,106.669998,107.220001,92.752800,9496500
2017-12-28,107.400002,107.839996,107.160004,107.790001,93.245903,7440600
2017-12-29,108.089996,108.279999,106.940002,106.940002,92.510590,8925700
2018-01-02,107.629997,108.019997,106.809998,107.949997,93.384308,13578800
2018-01-03,107.860001,108.489998,107.480003,108.059998,93.479477,11901000
2018-01-04,108.360001,110.029999,108.199997,109.040001,94.818626,12953700
2018-01-05,109.260002,109.550003,107.779999,108.339996,94.209915,14155000
2018-01-08,108.150002,108.680000,107.699997,108.500000,94.349060,12466500
2018-01-09,108.720001,109.629997,108.489998,109.050003,94.827332,13292300
2018-01-10,109.470001,110.699997,109.389999,110.250000,95.870827,15834500
2018-01-11,110.669998,110.930000,110.050003,110.839996,96.383850,13676800
2018-01-12,111.650002,112.849998,110.839996,112.669998,97.975174,18884200
2018-01-16,111.510002,113.430000,111.070000,112.269997,97.627350,22703300
2018-01-17,111.889999,113.300003,111.309998,112.989998,98.253448,14940300
2018-01-18,112.760002,113.720001,112.269997,113.260002,98.488243,14572900
2018-01-19,113.940002,114.339996,112.800003,113.010002,98.270844,18785500
2018-01-22,112.660004,114.389999,112.500000,114.330002,99.418678,12475700
2018-01-23,113.669998,114.639999,113.349998,114.209999,99.314331,12320800
2018-01-24,114.860001,116.000000,114.660004,115.669998,100.583908,15904500
2018-01-25,116.040001,116.169998,115.080002,115.699997,100.610001,13510000
2018-01-26,115.699997,116.320000,114.959999,116.320000,101.149139,13883900
2018-01-29,116.019997,117.349998,116.019997,116.199997,101.044769,11679900
2018-01-30,115.529999,116.599998,114.980003,115.110001,100.096954,14279100
2018-01-31,115.650002,116.660004,115.160004,115.669998,100.583908,13141400
2018-02-01,115.769997,116.989998,115.480003,116.870003,101.627388,13800600
2018-02-02,116.489998,116.919998,114.089996,114.279999,99.375191,16477300
2018-02-05,113.000000,114.589996,103.980003,108.800003,94.609932,30097600
2018-02-06,106.849998,112.480003,106.610001,112.110001,97.488243,33114800
2018-02-07,111.550003,114.449997,111.150002,112.870003,98.149101,21878300
2018-02-08,113.110001,113.110001,107.839996,107.879997,93.809921,27425800
2018-02-09,109.099998,111.050003,106.230003,110.040001,95.688217,28188000
2018-02-12,111.169998,112.730003,110.070000,111.739998,97.166481,18043300
2018-02-13,111.320000,113.050003,110.800003,112.430000,97.766487,16358200
2018-02-14,112.629997,115.269997,112.529999,115.029999,100.027397,15186900
2018-02-15,115.739998,115.989998,114.220001,115.510002,100.444778,12130200
2018-02-16,114.550003,116.070000,114.500000,114.680000,99.723045,13214300
2018-02-20,114.650002,115.389999,113.970001,114.709999,99.749107,13461500
2018-02-21,115.000000,117.449997,114.669998,115.190002,100.166527,14212500
2018-02-22,115.500000,116.430000,114.760002,114.980003,99.983910,17070400
2018-02-23,115.309998,117.389999,115.309998,117.309998,102.010025,12162500
2018-02-26,118.139999,118.900002,117.320000,118.769997,103.279602,16511200
2018-02-27,118.910004,119.330002,117.349998,117.360001,102.053490,17563300
2018-02-28,117.820000,118.489998,115.339996,115.500000,100.436089,17735600
2018-03-01,115.480003,116.639999,112.650002,113.430000,98.636093,18690000
2018-03-02,112.389999,113.559998,111.120003,113.320000,98.540413,18353700
2018-03-05,112.050003,115.930000,111.889999,115.059998,100.053482,13933000
